,Unnamed: 0,date,weekend,driving,transit,walking,cases,deaths,boosters,tweets,driving_log,transit_log,walking_log,cases_log,deaths_log,boosters_log,tweets_log,walking_box_cox
5,5,2021-11-15,0.0,155.02124168514405,99.52131944444444,240.9469946332736,47661242,772046,39295976,30262.0,5.043562150659656,4.600371886986226,5.081705545194322,17.679629088884077,13.556799412723997,17.48663267973958,10.317648079011516,189.15427454238616
6,6,2021-11-16,0.0,157.08669179600878,99.77461805555556,152.10064400715535,47692614,772169,39662837,29197.0,5.056797829999302,4.602913822869897,5.124826330020829,17.680287101101896,13.556958716966294,17.49592521152832,10.281821243252258,197.87808807261337
7,7,2021-11-17,0.0,158.8337915742793,100.05468750000011,172.2612701252236,47851512,773402,40782210,31329.0,5.067858319464667,4.605716911506455,5.143718583952516,17.68361327411009,13.558554244135957,17.523756514874158,10.352299465147658,201.8252486653032
8,8,2021-11-18,0.0,169.83600886917978,102.9686458333333,183.3947584973167,47944283,774880,41879231,30191.0,5.134833317761726,4.634424532502581,5.193223064706789,17.685550123822576,13.560463457637056,17.5503005818114,10.315299145703156,212.54388570771658
9,9,2021-11-19,0.0,208.3269223946784,113.33128472222226,198.7988193202148,48064175,776516,42680064,29082.0,5.339108588089265,4.730315252798333,5.393305409580032,17.68804765507801,13.562572526638697,17.5692424839281,10.277874705073431,261.95554437987624
10,10,2021-11-20,1.0,200.2379778270503,104.58336805555555,98.7874597495529,48095028,776893,42692451,24437.0,5.299506548326273,4.649984533783141,5.484576970019442,17.688689361749784,13.563057910729302,17.569532671000296,10.10385365616035,288.14711743004887
11,11,2021-11-21,1.0,153.72791130820386,84.45972222222218,195.0304472271912,48146553,777437,43388524,87143.0,5.035184230077532,4.436274760632549,5.024542433359869,17.689760104860763,13.563757890813598,17.58570554014132,11.3753057264371,178.17671471892703
12,12,2021-11-22,0.0,169.5923458980044,102.24135416666677,199.6562611806797,48171232,777629,43847084,225228.0,5.133397592021029,4.627336235520645,5.149012336637129,17.69027255436404,13.564004825671637,17.596218775141406,12.32486850144425,202.94526052820697
13,13,2021-11-23,0.0,188.86055432372484,105.33993055555554,133.69268336314846,48195182,777750,44136777,230145.0,5.241008934934528,4.657192554814049,5.2116409797919125,17.69076961551842,13.564160414759883,17.6028039384559,12.346464824047416,216.67474127660768
14,14,2021-11-24,0.0,208.92686031042084,102.26118055555553,158.31248658318432,48411494,779624,45055771,299908.0,5.3419842400499435,4.627530134231757,5.292293355171712,17.69524782283195,13.566567031159652,17.623411635923013,12.611231039939833,235.72586683760656
